event_id,date,time_utc,datetime_utc,lat,lon,depth,moment_tensor_depth,strike1,dip1,rake1,strike2,dip2,rake2,n_fault_planes,ma,md,ml,mw,scalar_moment,mt_exponent,mt_mrr,mt_mtt,mt_mpp,mt_mrt,mt_mrp,mt_mtp,mt_1,mt_2,mt_3,mt_4,mt_5,mt_6,optimum_strike,optimum_dip,optimum_rake,instability,instability_max
40201994,2007-09-17,14:43:20.610000,2007-09-17T14:43:20.610000Z,38.8600,-122.3900,8.0200,8.0000,91.0000,77.0000,-23.0000,187.0000,67.0000,-166.0000,2,,3.6300,3.4000,3.6000,2731520000000000000000.0000,21,-0.5138,0.5838,-0.0700,-0.9483,0.5525,2.4401,-0.5138,0.5838,-0.0700,-0.9483,0.5525,2.4401,187.0000,67.0000,-166.0000,0.8808,0.8808
40203413,2007-10-09,12:13:24.660000,2007-10-09T12:13:24.660000Z,38.4800,-118.4900,6.7900,8.0000,231.0000,84.0000,-40.0000,326.0000,50.0000,-172.0000,2,,3.6500,3.8100,3.8000,6490929999999999672320.0000,21,-1.4932,-4.0250,5.5182,2.5700,3.0628,1.9895,-1.4932,-4.0250,5.5182,2.5700,3.0628,1.9895,326.0000,50.0000,-172.0000,0.8060,0.8060
40204628,2007-10-31,03:04:54.810000,2007-10-31T03:04:54.810000Z,37.4300,-121.7700,9.7400,11.0000,233.0000,90.0000,-3.0000,323.0000,87.0000,-180.0000,2,,5.6600,5.5200,5.4500,1853340000000000051380224.0000,24,-0.0146,-1.7631,1.7777,0.0796,0.0576,0.5394,-0.0146,-1.7631,1.7777,0.0796,0.0576,0.5394,323.0000,87.0000,-180.0000,0.8974,0.8974
40205250,2007-11-09,03:37:09.900000,2007-11-09T03:37:09.900000Z,40.5800,-124.4700,26.2200,21.0000,149.0000,77.0000,157.0000,245.0000,68.0000,14.0000,2,,3.8300,3.6700,4.1000,18207499999999999082496.0000,22,0.3456,-1.5322,1.1867,0.0047,-0.7163,0.9306,0.3456,-1.5322,1.1867,0.0047,-0.7163,0.9306,149.0000,77.0000,157.0000,0.9605,0.9605
40206328,2007-11-28,02:30:12.180000,2007-11-28T02:30:12.180000Z,36.6000,-121.2100,8.5300,8.0000,49.0000,78.0000,-15.0000,142.0000,75.0000,-167.0000,2,,3.4300,3.4500,3.4000,1449750000000000065536.0000,21,-0.0166,-1.3227,1.3394,-0.5318,0.0158,0.2608,-0.0166,-1.3227,1.3394,-0.5318,0.0158,0.2608,142.0000,75.0000,-167.0000,0.8958,0.8958
40206647,2007-12-01,20:50:12.260000,2007-12-01T20:50:12.260000Z,38.8200,-122.7900,2.1500,3.5000,45.0000,60.0000,-47.0000,163.0000,51.0000,-140.0000,2,,3.7800,3.7400,3.9300,9633999999999999475712.0000,21,-6.1725,-4.3278,10.5000,-1.7686,-1.3436,4.4704,-6.1725,-4.3278,10.5000,-1.7686,-1.3436,4.4704,163.0000,51.0000,-140.0000,0.9240,0.9240
40207218,2007-12-11,08:04:44.890000,2007-12-11T08:04:44.890000Z,36.5500,-121.1200,4.3300,5.0000,287.0000,80.0000,23.0000,193.0000,67.0000,169.0000,2,,3.7400,3.3900,3.5000,2436640000000000000000.0000,21,0.7574,0.6965,-1.4539,-0.7509,0.1539,2.0072,0.7574,0.6965,-1.4539,-0.7509,0.1539,2.0072,193.0000,67.0000,169.0000,0.9203,0.9203
51193419,2007-12-28,23:20:28.120000,2007-12-28T23:20:28.120000Z,38.7700,-122.7400,1.4800,5.0000,187.0000,66.0000,152.0000,289.0000,64.0000,27.0000,2,,3.2300,3.0800,3.4000,1532680000000000000000.0000,21,0.5373,0.2801,-0.8174,-0.5947,-0.4268,1.1383,0.5373,0.2801,-0.8174,-0.5947,-0.4268,1.1383,289.0000,64.0000,27.0000,0.4604,0.8813
51194914,2008-01-19,17:18:46.470000,2008-01-19T17:18:46.470000Z,40.1700,-122.7600,10.1700,11.0000,352.0000,68.0000,-112.0000,218.0000,31.0000,-48.0000,2,,4.6700,4.4000,4.5000,64898899999999997771776.0000,22,-4.0809,-0.9614,5.0423,1.2964,-4.1069,1.5008,-4.0809,-0.9614,5.0423,1.2964,-4.1069,1.5008,352.0000,68.0000,248.0000,0.8989,0.8989
51194936,2008-01-19,23:13:05.430000,2008-01-19T23:13:05.430000Z,40.1800,-122.7000,2.0500,11.0000,355.0000,61.0000,-112.0000,214.0000,36.0000,-56.0000,2,,5.0100,4.9100,4.7000,158573000000000007077888.0000,23,-1.1988,-0.2148,1.4136,0.2780,-0.7343,0.4212,-1.1988,-0.2148,1.4136,0.2780,-0.7343,0.4212,355.0000,61.0000,248.0000,0.8646,0.8646
51195980,2008-02-07,12:53:09.230000,2008-02-07T12:53:09.230000Z,38.2400,-117.8600,1.3100,5.0000,190.0000,83.0000,-148.0000,95.0000,58.0000,-8.0000,2,,3.4500,3.7200,3.6000,2786269999999999803392.0000,21,-0.5596,0.8283,-0.2687,0.1947,1.3776,2.3221,-0.5596,0.8283,-0.2687,0.1947,1.3776,2.3221,190.0000,83.0000,212.0000,0.9095,0.9095
51197011,2008-02-24,05:32:10.270000,2008-02-24T05:32:10.270000Z,38.8200,-122.8100,2.1500,3.5000,62.0000,84.0000,-22.0000,154.0000,68.0000,-173.0000,2,,3.6500,3.6400,3.9900,12070000000000000524288.0000,22,-0.5871,-0.6017,1.1889,-0.2166,-0.3594,0.7232,-0.5871,-0.6017,1.1889,-0.2166,-0.3594,0.7232,154.0000,68.0000,-173.0000,0.9746,0.9746
51198002,2008-03-10,05:14:27.910000,2008-03-10T05:14:27.910000Z,39.3500,-123.2800,6.5000,8.0000,140.0000,86.0000,151.0000,233.0000,62.0000,5.0000,2,,3.6200,3.2900,3.7000,4349650000000000196608.0000,21,0.2725,-3.8459,3.5734,1.0478,-1.8067,0.8626,0.2725,-3.8459,3.5734,1.0478,-1.8067,0.8626,233.0000,62.0000,5.0000,0.8071,0.8684
51199197,2008-03-27,21:04:36.390000,2008-03-27T21:04:36.390000Z,38.8200,-122.7900,1.1600,1.5000,66.0000,85.0000,-9.0000,156.0000,81.0000,-175.0000,2,,3.3800,3.2100,3.4700,2007000000000000000000.0000,21,-0.9207,-1.0127,1.9334,-0.1666,-0.1257,1.3420,-0.9207,-1.0127,1.9334,-0.1666,-0.1257,1.3420,156.0000,81.0000,-175.0000,0.9956,0.9956
40214944,2008-04-10,14:17:35,2008-04-10T14:17:35Z,40.4000,-125.6400,14.6200,18.0000,94.0000,86.0000,174.0000,185.0000,84.0000,4.0000,2,,3.7100,3.8900,4.0000,10949300000000000917504.0000,22,0.0231,-0.1812,0.1581,0.1106,-0.0809,-1.0728,0.0231,-0.1812,0.1581,0.1106,-0.0809,-1.0728,185.0000,84.0000,4.0000,0.8493,0.8493
40215734,2008-04-21,22:00:53.770000,2008-04-21T22:00:53.770000Z,40.7800,-124.2100,20.6100,21.0000,301.0000,61.0000,-79.0000,99.0000,31.0000,-109.0000,2,,3.9100,3.7000,4.2000,23826500000000000393216.0000,22,-1.9305,1.8331,0.0974,0.9575,-0.8113,-0.7498,-1.9305,1.8331,0.0974,0.9575,-0.8113,-0.7498,301.0000,61.0000,281.0000,0.6148,0.6519
40215976,2008-04-24,22:47:04.390000,2008-04-24T22:47:04.390000Z,39.5300,-119.9200,-0.1500,5.0000,236.0000,81.0000,-11.0000,327.0000,79.0000,-171.0000,2,,3.7500,3.8100,3.7000,5072900000000000393216.0000,21,-0.2204,-4.4131,4.6335,1.2477,-0.0902,1.9179,-0.2204,-4.4131,4.6335,1.2477,-0.0902,1.9179,327.0000,79.0000,-171.0000,0.9208,0.9208
40215981,2008-04-24,22:55:49.290000,2008-04-24T22:55:49.290000Z,39.5300,-119.9300,0.3500,5.0000,150.0000,83.0000,-168.0000,59.0000,78.0000,-7.0000,2,,4.1200,4.1000,4.3000,38145499999999998558208.0000,22,-0.3438,-3.0910,3.4348,-0.7151,0.4565,1.7655,-0.3438,-3.0910,3.4348,-0.7151,0.4565,1.7655,150.0000,83.0000,192.0000,0.9683,0.9683
40216182,2008-04-26,06:40:10.950000,2008-04-26T06:40:10.950000Z,39.5200,-119.9300,1.1300,5.0000,60.0000,85.0000,25.0000,328.0000,65.0000,174.0000,2,,3.7700,5.1300,4.9000,335446000000000006815744.0000,23,-0.1418,-2.5623,2.7041,0.9527,1.2361,1.4474,-0.1418,-2.5623,2.7041,0.9527,1.2361,1.4474,328.0000,65.0000,174.0000,0.8828,0.8828
40216501,2008-04-28,11:33:18.430000,2008-04-28T11:33:18.430000Z,39.5300,-119.9200,-1.7400,5.0000,47.0000,84.0000,10.0000,316.0000,80.0000,174.0000,2,,3.9700,4.0500,4.1000,17350199999999999213568.0000,22,-0.1076,-1.6388,1.7464,0.0821,0.3812,0.0951,-0.1076,-1.6388,1.7464,0.0821,0.3812,0.0951,316.0000,80.0000,174.0000,0.8005,0.8300
40216634,2008-04-29,17:45:16.870000,2008-04-29T17:45:16.870000Z,35.5000,-120.7800,3.6600,8.0000,119.0000,55.0000,93.0000,294.0000,35.0000,86.0000,2,,3.7300,3.7300,3.6000,2949670000000000065536.0000,21,2.2769,-2.3759,0.0989,0.9000,-0.5246,1.7000,2.2769,-2.3759,0.0989,0.9000,-0.5246,1.7000,294.0000,35.0000,86.0000,0.6640,0.6640
40216664,2008-04-30,03:03:06.900000,2008-04-30T03:03:06.900000Z,40.8400,-123.5000,27.7500,30.0000,359.0000,60.0000,-88.0000,174.0000,30.0000,-94.0000,2,,5.5900,5.2400,5.4000,1460330000000000009961472.0000,24,-1.1937,-0.1268,1.3205,-0.0078,-0.7382,-0.0889,-1.1937,-0.1268,1.3205,-0.0078,-0.7382,-0.0889,359.0000,60.0000,272.0000,0.8551,0.8551
40216743,2008-05-01,08:11:42.650000,2008-05-01T08:11:42.650000Z,35.4700,-118.4200,5.3500,8.0000,291.0000,89.0000,-172.0000,201.0000,82.0000,-1.0000,2,,4.1700,4.4900,4.1000,19606100000000001966080.0000,22,-0.3251,-1.1129,1.4380,0.2415,-0.1192,-1.4641,-0.3251,-1.1129,1.4380,0.2415,-0.1192,-1.4641,201.0000,82.0000,-1.0000,0.9896,0.9896
51202333,2008-05-08,05:55:01.760000,2008-05-08T05:55:01.760000Z,39.5400,-119.9200,0.1200,5.0000,118.0000,82.0000,-167.0000,27.0000,77.0000,-8.0000,2,,3.5900,3.7100,3.6000,3371490000000000196608.0000,21,0.0664,-2.7068,2.6404,-0.9245,-0.0992,-1.8475,0.0664,-2.7068,2.6404,-0.9245,-0.0992,-1.8475,27.0000,77.0000,-8.0000,0.9713,0.9713
51202589,2008-05-13,04:07:39.820000,2008-05-13T04:07:39.820000Z,40.8100,-125.3400,8.1000,11.0000,314.0000,86.0000,167.0000,45.0000,77.0000,4.0000,2,,3.9800,4.1300,4.3000,31931799999999998164992.0000,22,-0.0220,-3.0968,3.1188,-0.3403,0.6544,-0.0637,-0.0220,-3.0968,3.1188,-0.3403,0.6544,-0.0637,45.0000,77.0000,4.0000,0.8404,0.8404
40218402,2008-05-30,04:48:36.230000,2008-05-30T04:48:36.230000Z,38.7800,-122.7600,1.0200,1.5000,342.0000,83.0000,-149.0000,248.0000,59.0000,-8.0000,2,,4.0200,3.8500,4.1400,20410000000000001572864.0000,22,-0.2131,-0.9888,1.2020,0.5472,-0.8994,1.3517,-0.2131,-0.9888,1.2020,0.5472,-0.8994,1.3517,342.0000,83.0000,211.0000,0.9801,0.9801
51203773,2008-06-04,02:29:04.150000,2008-06-04T02:29:04.150000Z,38.2400,-122.1800,10.0600,8.0000,154.0000,84.0000,171.0000,245.0000,81.0000,6.0000,2,,4.1500,3.7300,3.9600,10689999999999999475712.0000,22,0.0797,-0.8600,0.7803,-0.0170,-0.1928,0.6550,0.0797,-0.8600,0.7803,-0.0170,-0.1928,0.6550,154.0000,84.0000,171.0000,0.9890,0.9890
51203888,2008-06-06,09:02:53.890000,2008-06-06T09:02:53.890000Z,37.8200,-122.0700,7.6100,8.0000,339.0000,84.0000,-162.0000,247.0000,73.0000,-6.0000,2,,3.5700,3.4300,3.5000,2001390000000000065536.0000,21,-0.2027,-1.2327,1.4354,0.3664,-0.4780,1.3557,-0.2027,-1.2327,1.4354,0.3664,-0.4780,1.3557,339.0000,84.0000,198.0000,0.9843,0.9843
51204011,2008-06-08,17:53:40.890000,2008-06-08T17:53:40.890000Z,39.5500,-119.9200,-0.5300,5.0000,195.0000,56.0000,-54.0000,322.0000,48.0000,-131.0000,2,,3.6500,3.8100,3.7000,3660509999999999803392.0000,21,-2.5117,-1.7426,4.2543,0.4013,0.5710,-1.1304,-2.5117,-1.7426,4.2543,0.4013,0.5710,-1.1304,195.0000,56.0000,306.0000,0.9048,0.9048
51204012,2008-06-08,17:55:19.610000,2008-06-08T17:55:19.610000Z,39.5500,-119.9200,0.1200,5.0000,355.0000,46.0000,-85.0000,168.0000,44.0000,-96.0000,2,,3.8800,4.1300,4.0000,10655600000000000524288.0000,22,-1.0368,-0.0270,1.0638,-0.0603,-0.0461,-0.1663,-1.0368,-0.0270,1.0638,-0.0603,-0.0461,-0.1663,355.0000,46.0000,275.0000,0.7907,0.8825
40219336,2008-06-17,07:38:32.340000,2008-06-17T07:38:32.340000Z,40.4300,-121.9800,11.8000,14.0000,302.0000,77.0000,152.0000,39.0000,63.0000,14.0000,2,,3.4800,3.4000,3.7000,4039040000000000000000.0000,21,0.4610,-3.4575,2.9965,-0.9433,1.9466,-1.1426,0.4610,-3.4575,2.9965,-0.9433,1.9466,-1.1426,39.0000,63.0000,14.0000,0.8575,0.8575
40219463,2008-06-19,23:57:51.680000,2008-06-19T23:57:51.680000Z,36.6800,-121.3100,5.8100,8.0000,40.0000,88.0000,-24.0000,131.0000,66.0000,-178.0000,2,,3.7300,3.7700,3.8000,5450210000000000196608.0000,21,-0.0584,-4.8592,4.9177,-1.5836,-1.6155,-0.8325,-0.0584,-4.8592,4.9177,-1.5836,-1.6155,-0.8325,40.0000,88.0000,336.0000,0.9222,0.9222
40219867,2008-06-28,14:44:10.510000,2008-06-28T14:44:10.510000Z,37.5800,-118.8200,9.6000,11.0000,351.0000,83.0000,-32.0000,86.0000,58.0000,-172.0000,2,,3.9800,4.2500,3.9000,9886819999999999344640.0000,21,0.7237,2.0836,-2.8072,-2.4976,-5.9729,-7.6611,0.7237,2.0836,-2.8072,-2.4976,-5.9729,-7.6611,351.0000,83.0000,328.0000,0.9402,0.9402
40220309,2008-07-06,20:25:54.490000,2008-07-06T20:25:54.490000Z,35.6400,-120.7600,5.8800,8.0000,252.0000,90.0000,-6.0000,342.0000,84.0000,-180.0000,2,,3.7200,3.6400,3.7000,3999699999999999868928.0000,21,0.1367,-2.4233,2.2865,0.4270,0.1016,3.2032,0.1367,-2.4233,2.2865,0.4270,0.1016,3.2032,342.0000,84.0000,-180.0000,0.9823,0.9823
40220501,2008-07-10,23:35:34.660000,2008-07-10T23:35:34.660000Z,37.4900,-118.8400,2.4100,5.0000,158.0000,56.0000,-63.0000,296.0000,42.0000,-124.0000,2,,3.5300,3.2900,3.2000,688788000000000000000.0000,20,-5.9150,2.8520,3.0630,1.0950,3.1130,-3.2970,-5.9150,2.8520,3.0630,1.0950,3.1130,-3.2970,158.0000,56.0000,297.0000,0.9461,0.9461
40221369,2008-07-30,13:39:33.980000,2008-07-30T13:39:33.980000Z,40.4300,-125.3300,14.6300,18.0000,96.0000,82.0000,169.0000,187.0000,79.0000,8.0000,2,,3.5300,3.5000,4.2000,28768600000000000262144.0000,22,0.1301,-0.6887,0.5586,0.4925,-0.4278,-2.7293,0.1301,-0.6887,0.5586,0.4925,-0.4278,-2.7293,187.0000,79.0000,8.0000,0.8726,0.8726
40221663,2008-08-07,18:11:38.850000,2008-08-07T18:11:38.850000Z,41.4300,-121.7200,1.3200,5.0000,316.0000,61.0000,-100.0000,157.0000,30.0000,-72.0000,2,,3.4100,3.3900,3.4000,1595670000000000065536.0000,21,-1.1839,0.2638,0.9201,0.6277,-0.5649,-0.8608,-1.1839,0.2638,0.9201,0.6277,-0.5649,-0.8608,157.0000,30.0000,-72.0000,0.8036,0.8036
51207076,2008-08-17,05:56:59.370000,2008-08-17T05:56:59.370000Z,41.1900,-124.2200,15.6600,18.0000,159.0000,79.0000,84.0000,6.0000,12.0000,116.0000,2,,4.8100,4.3700,4.6000,99949600000000003145728.0000,22,3.2348,1.0735,-4.3083,3.2973,-8.5868,1.0715,3.2348,1.0735,-4.3083,3.2973,-8.5868,1.0715,159.0000,79.0000,84.0000,0.9992,0.9992
51207740,2008-09-06,04:00:15.320000,2008-09-06T04:00:15.320000Z,37.8600,-122.0000,15.2200,14.0000,247.0000,90.0000,4.0000,157.0000,86.0000,180.0000,2,,4.3600,4.2600,4.1000,15114500000000000393216.0000,22,0.0111,-1.0785,1.0674,-0.0880,-0.0470,1.0599,0.0111,-1.0785,1.0674,-0.0880,-0.0470,1.0599,157.0000,86.0000,180.0000,0.9965,0.9965
51207967,2008-09-12,13:04:04.450000,2008-09-12T13:04:04.450000Z,39.3900,-123.2800,10.3000,5.0000,232.0000,88.0000,-44.0000,324.0000,46.0000,-178.0000,2,,3.5500,3.3500,3.6000,3648969999999999934464.0000,21,0.0101,-2.5713,2.5612,2.3295,1.1513,0.4950,0.0101,-2.5713,2.5612,2.3295,1.1513,0.4950,324.0000,46.0000,-178.0000,0.7796,0.7796
51208029,2008-09-13,20:27:52.090000,2008-09-13T20:27:52.090000Z,38.7900,-122.7600,1.8300,5.0000,120.0000,81.0000,-144.0000,23.0000,55.0000,-12.0000,2,,3.4100,3.3900,3.6000,2911699999999999868928.0000,21,-0.6161,-1.5556,2.1717,-1.5257,0.5323,-1.4569,-0.6161,-1.5556,2.1717,-1.5257,0.5323,-1.4569,23.0000,55.0000,-12.0000,0.8764,0.8764
51208107,2008-09-15,01:34:46.330000,2008-09-15T01:34:46.330000Z,38.7900,-122.7700,2.0300,5.0000,340.0000,74.0000,-150.0000,241.0000,61.0000,-19.0000,2,,3.3000,3.2100,3.5000,2432690000000000196608.0000,21,-1.1311,-1.1679,2.2989,0.2881,-0.6989,1.4052,-1.1311,-1.1679,2.2989,0.2881,-0.6989,1.4052,340.0000,74.0000,210.0000,0.9547,0.9547
71011617,2008-10-26,09:27:22.340000,2008-10-26T09:27:22.340000Z,40.3400,-124.6300,20.8300,18.0000,101.0000,82.0000,171.0000,192.0000,81.0000,8.0000,2,,4.9000,4.8600,4.9000,334345000000000024903680.0000,23,-0.0033,-1.2655,1.2688,0.4452,-0.5641,-3.0123,-0.0033,-1.2655,1.2688,0.4452,-0.5641,-3.0123,192.0000,81.0000,8.0000,0.9283,0.9283
51210163,2008-10-26,16:07:48.210000,2008-10-26T16:07:48.210000Z,41.1700,-124.2200,15.6600,18.0000,168.0000,76.0000,-16.0000,262.0000,75.0000,-166.0000,2,,3.5000,3.5000,3.9000,8717329999999999672320.0000,21,-1.2760,3.5347,-2.2586,1.4666,2.4089,-7.6457,-1.2760,3.5347,-2.2586,1.4666,2.4089,-7.6457,168.0000,76.0000,344.0000,0.9733,0.9733
51210672,2008-11-05,16:05:48.860000,2008-11-05T16:05:48.860000Z,36.0800,-120.1600,16.9200,18.0000,325.0000,48.0000,110.0000,117.0000,45.0000,69.0000,2,,3.4100,3.4300,3.4000,1523489999999999934464.0000,21,1.4265,-0.8303,-0.5963,0.1866,0.3280,0.7991,1.4265,-0.8303,-0.5963,0.1866,0.3280,0.7991,325.0000,48.0000,110.0000,0.7927,0.7927
51210970,2008-11-10,19:56:25.370000,2008-11-10T19:56:25.370000Z,37.4300,-121.7800,9.8600,14.0000,229.0000,89.0000,-7.0000,319.0000,83.0000,-179.0000,2,,3.1900,3.3400,3.2000,885899000000000032768.0000,20,1.0250,-9.2150,8.1900,1.0860,0.4530,1.2100,1.0250,-9.2150,8.1900,1.0860,0.4530,1.2100,319.0000,83.0000,-179.0000,0.8443,0.8443
51211062,2008-11-12,11:10:58.850000,2008-11-12T11:10:58.850000Z,38.8600,-122.8400,1.4800,5.0000,48.0000,54.0000,-70.0000,197.0000,40.0000,-115.0000,2,,3.1400,3.2100,3.5000,2066019999999999868928.0000,21,-1.7050,0.3335,1.3715,-0.6249,-0.1978,1.2180,-1.7050,0.3335,1.3715,-0.6249,-0.1978,1.2180,197.0000,40.0000,-115.0000,0.8398,0.8398
51211113,2008-11-13,05:03:54.140000,2008-11-13T05:03:54.140000Z,40.4400,-125.2800,19.2600,24.0000,97.0000,87.0000,169.0000,187.0000,79.0000,3.0000,2,,3.7200,3.4900,4.0000,12629000000000000786432.0000,22,-0.0456,-0.2744,0.3200,0.2396,-0.1214,-1.1990,-0.0456,-0.2744,0.3200,0.2396,-0.1214,-1.1990,187.0000,79.0000,3.0000,0.8726,0.8726
51211143,2008-11-13,18:24:10.010000,2008-11-13T18:24:10.010000Z,36.8000,-121.5300,7.4300,21.0000,167.0000,87.0000,-173.0000,77.0000,83.0000,-3.0000,2,,3.2500,3.4200,3.4000,1691089999999999934464.0000,21,0.3871,-0.9080,0.5209,-0.1915,0.1849,1.5148,0.3871,-0.9080,0.5209,-0.1915,0.1849,1.5148,167.0000,87.0000,187.0000,0.9780,0.9780
51211307,2008-11-16,05:43:15.590000,2008-11-16T05:43:15.590000Z,40.3100,-124.6000,18.8900,18.0000,97.0000,80.0000,167.0000,189.0000,77.0000,10.0000,2,,4.5800,4.5700,4.6000,99704500000000007208960.0000,22,0.5707,-2.8629,2.2921,1.9339,-1.9222,-9.2256,0.5707,-2.8629,2.2921,1.9339,-1.9222,-9.2256,189.0000,77.0000,10.0000,0.8947,0.8947
51211390,2008-11-17,14:27:28.880000,2008-11-17T14:27:28.880000Z,36.0100,-120.8800,11.4600,11.0000,93.0000,90.0000,5.0000,3.0000,85.0000,180.0000,2,,3.4500,3.7900,3.3400,1263000000000000000000.0000,21,-0.0309,0.1392,-0.1083,0.1001,0.0085,1.2525,-0.0309,0.1392,-0.1083,0.1001,0.0085,1.2525,3.0000,85.0000,180.0000,0.8652,0.8652
51213534,2008-12-21,17:35:36.640000,2008-12-21T17:35:36.640000Z,36.6700,-121.3000,6.7600,5.0000,224.0000,81.0000,10.0000,133.0000,80.0000,171.0000,2,,4.2500,4.3600,4.0000,13295699999999999868928.0000,22,0.0281,-1.3043,1.2762,0.0042,-0.3170,-0.0606,0.0281,-1.3043,1.2762,0.0042,-0.3170,-0.0606,224.0000,81.0000,10.0000,0.8944,0.8944
51213552,2008-12-21,20:09:33.160000,2008-12-21T20:09:33.160000Z,36.6800,-121.3000,6.1800,8.0000,225.0000,82.0000,17.0000,133.0000,73.0000,172.0000,2,,3.6900,3.9100,3.6000,2863520000000000000000.0000,21,0.3271,-2.8876,2.5605,-0.3124,-0.7729,-0.1230,0.3271,-2.8876,2.5605,-0.3124,-0.7729,-0.1230,225.0000,82.0000,17.0000,0.8815,0.8815
51213957,2008-12-26,12:19:40.020000,2008-12-26T12:19:40.020000Z,39.9600,-120.8700,-1.6700,5.0000,215.0000,77.0000,-23.0000,310.0000,68.0000,-166.0000,2,,4.8000,4.9800,4.5000,61136100000000003538944.0000,22,-1.5625,-4.6644,6.2269,1.7957,1.1209,-1.3606,-1.5625,-4.6644,6.2269,1.7957,1.1209,-1.3606,215.0000,77.0000,337.0000,0.9719,0.9719
51214595,2009-01-04,17:27:10.480000,2009-01-04T17:27:10.480000Z,38.7800,-122.7700,3.8200,5.0000,262.0000,89.0000,16.0000,172.0000,74.0000,179.0000,2,,3.9800,4.1400,4.2700,32039999999999997902848.0000,22,-0.3115,-0.6616,0.9732,-0.8739,-0.3470,2.9596,-0.3115,-0.6616,0.9732,-0.8739,-0.3470,2.9596,172.0000,74.0000,179.0000,0.9455,0.9455
51214975,2009-01-10,09:18:11.160000,2009-01-10T09:18:11.160000Z,39.0300,-123.3400,6.2300,11.0000,271.0000,88.0000,25.0000,180.0000,65.0000,178.0000,2,,3.3900,3.7900,3.8000,5165730000000000196608.0000,21,0.4712,-0.1892,-0.2820,-2.1870,0.1239,4.6751,0.4712,-0.1892,-0.2820,-2.1870,0.1239,4.6751,180.0000,65.0000,178.0000,0.8868,0.8868
71011822,2009-01-15,14:44:07.740000,2009-01-15T14:44:07.740000Z,36.6800,-121.3200,4.7800,8.0000,226.0000,83.0000,11.0000,135.0000,79.0000,173.0000,2,,3.9500,3.8400,3.7000,4356540000000000131072.0000,21,-0.2127,-4.1147,4.3273,-0.2045,-1.1159,0.0447,-0.2127,-4.1147,4.3273,-0.2045,-1.1159,0.0447,226.0000,83.0000,11.0000,0.8677,0.8677
51215555,2009-01-20,06:06:00.470000,2009-01-20T06:06:00.470000Z,36.7000,-121.3300,6.0400,8.0000,41.0000,82.0000,-19.0000,134.0000,71.0000,-171.0000,2,,3.8100,4.0000,3.9000,7873870000000000327680.0000,21,-0.8850,-6.9056,7.7906,-2.3895,-1.2074,-0.5194,-0.8850,-6.9056,7.7906,-2.3895,-1.2074,-0.5194,41.0000,82.0000,341.0000,0.8991,0.8991
51215567,2009-01-20,08:14:42.500000,2009-01-20T08:14:42.500000Z,36.7000,-121.3300,4.6700,8.0000,43.0000,88.0000,-21.0000,133.0000,69.0000,-178.0000,2,,3.6100,3.8300,3.8000,5897659999999999606784.0000,21,-0.3004,-5.3268,5.6272,-1.5212,-1.5174,-0.3576,-0.3004,-5.3268,5.6272,-1.5212,-1.5174,-0.3576,43.0000,88.0000,339.0000,0.8897,0.8897
51215571,2009-01-20,08:57:23.480000,2009-01-20T08:57:23.480000Z,36.7000,-121.3300,4.1900,8.0000,252.0000,69.0000,29.0000,151.0000,63.0000,156.0000,2,,3.5100,3.5500,3.4900,2113000000000000000000.0000,21,0.7613,-1.6857,0.9244,-0.5171,-0.7590,1.2248,0.7613,-1.6857,0.9244,-0.5171,-0.7590,1.2248,151.0000,63.0000,156.0000,0.9502,0.9502
51215576,2009-01-20,09:12:26.870000,2009-01-20T09:12:26.870000Z,36.6900,-121.3200,5.0200,8.0000,38.0000,88.0000,-10.0000,129.0000,80.0000,-178.0000,2,,3.7900,4.0000,3.8000,5395419999999999606784.0000,21,-0.0731,-5.1320,5.2051,-0.7532,-0.5899,-1.2154,-0.0731,-5.1320,5.2051,-0.7532,-0.5899,-1.2154,38.0000,88.0000,350.0000,0.9407,0.9407
51215680,2009-01-21,20:49:42.510000,2009-01-21T20:49:42.510000Z,36.7000,-121.3300,6.3100,8.0000,42.0000,81.0000,-12.0000,134.0000,78.0000,-171.0000,2,,3.5000,3.6900,3.5000,2196480000000000000000.0000,21,0.0128,-2.1157,2.1029,-0.6086,-0.1067,-0.1253,0.0128,-2.1157,2.1029,-0.6086,-0.1067,-0.1253,42.0000,81.0000,348.0000,0.8859,0.8859
40231391,2009-02-06,00:20:28.960000,2009-02-06T00:20:28.960000Z,36.6900,-121.3200,4.5400,8.0000,242.0000,85.0000,19.0000,150.0000,71.0000,175.0000,2,,3.7500,3.9100,3.7000,4981250000000000196608.0000,21,0.3838,-4.1906,3.8068,-1.2254,-1.0661,2.4668,0.3838,-4.1906,3.8068,-1.2254,-1.0661,2.4668,150.0000,71.0000,175.0000,0.9611,0.9611
40231987,2009-02-20,10:29:27.610000,2009-02-20T10:29:27.610000Z,38.8100,-122.8100,1.4300,5.0000,334.0000,82.0000,-138.0000,237.0000,48.0000,-11.0000,2,,3.4200,3.3700,3.7000,4029020000000000131072.0000,21,-1.3268,-2.4333,3.7601,0.2043,-2.5490,1.1545,-1.3268,-2.4333,3.7601,0.2043,-2.5490,1.1545,334.0000,82.0000,222.0000,0.9694,0.9694
