misfit,R,mu,misfit_draw_hard_min,misfit_draw_hard_median,misfit_draw_expected_median,bestfit_draw_index,az_rhat_R,az_ess_bulk_R,az_ess_tail_R,az_rhat_mu,az_ess_bulk_mu,az_ess_tail_mu,az_rhat_Sigma_0_0,az_ess_bulk_Sigma_0_0,az_ess_tail_Sigma_0_0,az_rhat_Sigma_0_1,az_ess_bulk_Sigma_0_1,az_ess_tail_Sigma_0_1,az_rhat_Sigma_0_2,az_ess_bulk_Sigma_0_2,az_ess_tail_Sigma_0_2,az_rhat_Sigma_1_0,az_ess_bulk_Sigma_1_0,az_ess_tail_Sigma_1_0,az_rhat_Sigma_1_1,az_ess_bulk_Sigma_1_1,az_ess_tail_Sigma_1_1,az_rhat_Sigma_1_2,az_ess_bulk_Sigma_1_2,az_ess_tail_Sigma_1_2,az_rhat_Sigma_2_0,az_ess_bulk_Sigma_2_0,az_ess_tail_Sigma_2_0,az_rhat_Sigma_2_1,az_ess_bulk_Sigma_2_1,az_ess_tail_Sigma_2_1,az_rhat_Sigma_2_2,az_ess_bulk_Sigma_2_2,az_ess_tail_Sigma_2_2,az_n_chains,az_n_draws
28.0451,0.6653,0.9553,27.9028,28.0595,28.4800,166,1.0000,4415.0000,4403.0000,1.0000,4010.0000,3137.0000,1.0000,2110.0000,3441.0000,1.0000,3053.0000,4732.0000,1.0000,1803.0000,2461.0000,1.0000,3053.0000,4732.0000,1.0000,3574.0000,2628.0000,1.0000,3326.0000,2515.0000,1.0000,1803.0000,2461.0000,1.0000,3326.0000,2515.0000,1.0000,4270.0000,4415.0000,4.0000,2000.0000
