event_id,date,time_utc,datetime_utc,lat,lon,depth,moment_tensor_depth,strike1,dip1,rake1,strike2,dip2,rake2,n_fault_planes,ma,md,ml,mw,scalar_moment,mt_exponent,mt_mrr,mt_mtt,mt_mpp,mt_mrt,mt_mrp,mt_mtp,mt_1,mt_2,mt_3,mt_4,mt_5,mt_6
21502994,2006-01-15,10:42:06.990000,2006-01-15T10:42:06.990000Z,37.38,-121.51,2.31,8.0,238.0,87.0,-154.0,147.0,64.0,-3.0,2,,3.59,3.62,3.6,3.58961e+21,21,0.4941,2.5918,-3.0859,1.0049,1.479,-1.45,0.4941,2.5918,-3.0859,1.0049,1.479,-1.45
21504088,2006-01-25,15:29:57.150000,2006-01-25T15:29:57.150000Z,37.39,-121.48,5.15,11.0,58.0,90.0,-2.0,148.0,88.0,-180.0,2,,3.69,3.74,3.6,3.33374e+21,21,0.111,-3.0742,2.9632,-0.1236,-0.0504,1.4085,0.111,-3.0742,2.9632,-0.1236,-0.0504,1.4085
21506332,2006-02-16,17:47:59.650000,2006-02-16T17:47:59.650000Z,37.98,-118.77,8.17,18.0,12.0,78.0,-167.0,279.0,77.0,-12.0,2,,4.05,4.25,4.1,1.63066e+22,22,-0.20148,0.65272,-0.45124,0.22862,-0.37409,1.4611,-0.20148,0.65272,-0.45124,0.22862,-0.37409,1.4611
21510121,2006-03-21,21:41:42.220000,2006-03-21T21:41:42.220000Z,37.81,-122.07,12.65,14.0,139.0,89.0,-175.0,49.0,85.0,-1.0,2,,3.77,,3.7,5.01849e+21,21,-0.1177,-4.8907,5.0084,-0.3303,0.3261,0.686,-0.1177,-4.8907,5.0084,-0.3303,0.3261,0.686
21510606,2006-03-26,01:56:37.600000,2006-03-26T01:56:37.600000Z,40.28,-124.45,22.25,21.0,105.0,89.0,174.0,195.0,84.0,1.0,2,,4.14,,4.52,7.449e+22,22,0.24622,-3.7827,3.5365,0.75667,-0.2767,-6.4375,0.24622,-3.7827,3.5365,0.75667,-0.2767,-6.4375
21516950,2006-05-12,10:37:29.330000,2006-05-12T10:37:29.330000Z,38.82,-122.81,3.62,5.0,33.0,56.0,-66.0,175.0,40.0,-121.0,2,,4.21,4.33,4.71,1.453e+23,23,-1.039,-0.47329,1.5123,-0.2941,-0.34324,0.59833,-1.039,-0.47329,1.5123,-0.2941,-0.34324,0.59833
21519587,2006-05-29,10:38:44.350000,2006-05-29T10:38:44.350000Z,39.37,-120.46,6.84,14.0,245.0,74.0,-50.0,354.0,42.0,-156.0,2,,3.79,,3.7,3.93193e+21,21,-1.6026,-0.5132,2.1158,2.6724,0.3464,2.1348,-1.6026,-0.5132,2.1158,2.6724,0.3464,2.1348
21522424,2006-06-15,12:24:51.110000,2006-06-15T12:24:51.110000Z,37.1,-121.49,2.83,5.0,358.0,78.0,-155.0,263.0,65.0,-13.0,2,,4.47,4.67,4.3,4.12568e+22,22,-0.44814,-0.27465,0.72279,1.0064,-1.688,3.5864,-0.44814,-0.27465,0.72279,1.0064,-1.688,3.5864
21525602,2006-07-03,12:44:51.080000,2006-07-03T12:44:51.080000Z,39.45,-123.12,8.39,8.0,64.0,87.0,-13.0,155.0,77.0,-177.0,2,,3.5,3.36,3.6,3.09149e+21,21,-0.4007,-2.1248,2.5255,-0.6039,-0.2303,1.9252,-0.4007,-2.1248,2.5255,-0.6039,-0.2303,1.9252
21526081,2006-07-06,20:43:24.060000,2006-07-06T20:43:24.060000Z,38.5,-123.46,-0.51,5.0,303.0,51.0,93.0,119.0,39.0,86.0,2,,3.87,3.68,3.7,4.13424e+21,21,3.4593,-3.0531,-0.4062,-0.7143,0.5454,2.5582,3.4593,-3.0531,-0.4062,-0.7143,0.5454,2.5582
21527987,2006-07-19,11:41:43.460000,2006-07-19T11:41:43.460000Z,40.28,-124.43,20.06,27.0,193.0,85.0,10.0,102.0,80.0,175.0,2,,4.65,,5.0,3.48754e+23,23,0.24001,-1.6058,1.3658,0.11626,-0.6043,-3.0903,0.24001,-1.6058,1.3658,0.11626,-0.6043,-3.0903
21530368,2006-08-03,03:08:12.860000,2006-08-03T03:08:12.860000Z,38.36,-122.59,8.55,5.0,75.0,88.0,-21.0,166.0,69.0,-178.0,2,,4.61,,4.5,5.97025e+22,22,-0.50344,-2.3624,2.8659,-2.0387,-0.57576,4.928,-0.50344,-2.3624,2.8659,-2.0387,-0.57576,4.928
21535818,2006-09-07,01:38:59.930000,2006-09-07T01:38:59.930000Z,37.31,-118.28,6.55,5.0,167.0,82.0,-161.0,75.0,71.0,-8.0,2,,3.5,3.63,3.4,1.57738e+21,21,0.0689,-0.7104,0.6415,-0.4326,0.4506,1.2985,0.0689,-0.7104,0.6415,-0.4326,0.4506,1.2985
21539036,2006-09-26,20:56:13.420000,2006-09-26T20:56:13.420000Z,39.31,-123.22,11.52,11.0,237.0,84.0,-22.0,330.0,68.0,-174.0,2,,3.74,,3.9,9.42765e+21,21,0.427,-7.9721,7.5451,3.9866,0.5707,3.7421,0.427,-7.9721,7.5451,3.9866,0.5707,3.7421
21543593,2006-10-19,15:20:05.290000,2006-10-19T15:20:05.290000Z,40.28,-124.32,15.94,8.0,194.0,83.0,173.0,285.0,83.0,7.0,2,,3.65,,3.65,3.777e+21,21,0.2619,1.6567,-1.9186,-0.5071,-0.3273,3.2671,0.2619,1.6567,-1.9186,-0.5071,-0.3273,3.2671
21543835,2006-10-20,17:00:08.100000,2006-10-20T17:00:08.100000Z,38.87,-122.79,2.55,3.5,253.0,66.0,-41.0,2.0,53.0,-150.0,2,,4.36,,4.56,8.701e+22,22,-4.9999,0.94443,4.0555,2.6303,0.69552,7.5722,-4.9999,0.94443,4.0555,2.6303,0.69552,7.5722
21544051,2006-10-20,23:31:39.690000,2006-10-20T23:31:39.690000Z,38.87,-122.78,1.98,3.5,235.0,53.0,-72.0,26.0,41.0,-112.0,2,,3.53,,3.86,7.698e+21,21,-5.1925,1.8247,3.3678,1.2754,1.0919,7.1435,-5.1925,1.8247,3.3678,1.2754,1.0919,7.1435
21544859,2006-10-24,14:26:42.070000,2006-10-24T14:26:42.070000Z,40.39,-125.07,-0.65,5.0,9.0,86.0,-13.0,100.0,77.0,-176.0,2,,4.11,,4.3,3.58937e+22,22,0.09926,-1.1506,1.0514,-0.42158,-0.79082,-3.3012,0.09926,-1.1506,1.0514,-0.42158,-0.79082,-3.3012
21547350,2006-11-09,08:38:13.440000,2006-11-09T08:38:13.440000Z,39.36,-123.28,4.06,8.0,336.0,82.0,172.0,68.0,82.0,8.0,2,,3.87,,4.1,1.50299e+22,22,0.15765,-1.1425,0.98481,0.09208,0.23802,1.0259,0.15765,-1.1425,0.98481,0.09208,0.23802,1.0259
21547458,2006-11-10,05:05:56.300000,2006-11-10T05:05:56.300000Z,39.36,-123.28,2.59,8.0,60.0,90.0,-2.0,150.0,88.0,-180.0,2,,3.63,,3.7,4.73364e+21,21,0.5924,-4.3509,3.7585,-0.2144,-0.0473,2.4335,0.5924,-4.3509,3.7585,-0.2144,-0.0473,2.4335
21549461,2006-11-26,22:11:48.820000,2006-11-26T22:11:48.820000Z,37.45,-118.84,6.21,8.0,198.0,80.0,-13.0,291.0,77.0,-170.0,2,,3.98,4.27,3.8,6.42881e+21,21,-1.1425,-3.3445,4.487,1.1382,0.919,-4.8263,-1.1425,-3.3445,4.487,1.1382,0.919,-4.8263
21549695,2006-11-28,04:06:40.160000,2006-11-28T04:06:40.160000Z,35.63,-120.75,6.44,8.0,243.0,90.0,-5.0,333.0,85.0,-180.0,2,,3.98,4.1,3.8,5.25179e+21,21,0.1175,-4.3142,4.1967,0.4505,0.2063,3.0376,0.1175,-4.3142,4.1967,0.4505,0.2063,3.0376
21549979,2006-11-29,21:20:46.780000,2006-11-29T21:20:46.780000Z,36.85,-121.45,3.05,8.0,225.0,86.0,23.0,133.0,67.0,176.0,2,,4.35,3.98,3.7,4.91129e+21,21,0.0204,-4.5012,4.4807,-1.0553,-1.7034,-0.0812,0.0204,-4.5012,4.4807,-1.0553,-1.7034,-0.0812
51176849,2006-12-16,06:14:05.350000,2006-12-16T06:14:05.350000Z,36.17,-120.29,10.21,5.0,300.0,71.0,88.0,127.0,20.0,97.0,2,,4.3,4.23,4.2,2.074e+22,22,1.1816,-0.92345,-0.25818,-1.4015,0.80109,0.76132,1.1816,-0.92345,-0.25818,-1.4015,0.80109,0.76132
51176911,2006-12-17,15:13:39.990000,2006-12-17T15:13:39.990000Z,40.42,-125.07,-0.28,5.0,4.0,87.0,-17.0,95.0,73.0,-177.0,2,,3.99,3.95,4.3,3.53185e+22,22,-0.45639,-0.29095,0.74734,-0.05514,-1.0207,-3.3361,-0.45639,-0.29095,0.74734,-0.05514,-1.0207,-3.3361
51176976,2006-12-19,15:21:42.410000,2006-12-19T15:21:42.410000Z,37.5,-118.19,3.94,5.0,42.0,90.0,25.0,312.0,65.0,180.0,2,,3.73,4.1,3.7,4.19568e+21,21,-0.052,-3.7525,3.8044,1.1306,1.3779,-0.3946,-0.052,-3.7525,3.8044,1.1306,1.3779,-0.3946
51177042,2006-12-21,03:12:28.760000,2006-12-21T03:12:28.760000Z,37.86,-122.24,8.64,8.0,53.0,90.0,-12.0,143.0,78.0,-180.0,2,,3.62,3.69,3.6,3.14308e+21,21,0.11,-3.0035,2.8936,-0.5689,-0.354,0.8597,0.11,-3.0035,2.8936,-0.5689,-0.354,0.8597
51177103,2006-12-23,06:49:57.280000,2006-12-23T06:49:57.280000Z,37.86,-122.25,9.15,11.0,151.0,88.0,-177.0,61.0,87.0,-2.0,2,,3.58,3.71,3.6,2.80375e+21,21,0.4741,-2.6251,2.151,-0.2252,0.0874,1.4531,0.4741,-2.6251,2.151,-0.2252,0.0874,1.4531
51177121,2006-12-23,17:21:15.110000,2006-12-23T17:21:15.110000Z,37.86,-122.25,9.29,11.0,149.0,87.0,-171.0,59.0,81.0,-3.0,2,,3.47,3.61,3.4,1.64191e+21,21,-0.0218,-1.4233,1.4451,-0.2118,0.174,0.7507,-0.0218,-1.4233,1.4451,-0.2118,0.174,0.7507
51177644,2007-01-12,11:27:50.290000,2007-01-12T11:27:50.290000Z,38.39,-122.62,9.69,8.0,236.0,83.0,39.0,140.0,51.0,171.0,2,,3.74,3.85,3.7,3.70448e+21,21,0.577,-3.0581,2.481,-1.6975,-1.5152,0.7926,0.577,-3.0581,2.481,-1.6975,-1.5152,0.7926
51177779,2007-01-17,14:01:08.040000,2007-01-17T14:01:08.040000Z,37.41,-118.53,5.23,5.0,303.0,87.0,173.0,33.0,83.0,3.0,2,,3.76,4.05,3.6,3.59456e+21,21,-0.6165,-2.947,3.5635,-0.2193,0.5281,-1.4355,-0.6165,-2.947,3.5635,-0.2193,0.5281,-1.4355
51177794,2007-01-17,17:43:22.240000,2007-01-17T17:43:22.240000Z,37.12,-121.52,7.25,8.0,66.0,77.0,20.0,331.0,71.0,167.0,2,,3.48,3.53,3.4,1.51815e+21,21,0.6852,-1.5232,0.838,0.255,0.1455,0.8664,0.6852,-1.5232,0.838,0.255,0.1455,0.8664
51178004,2007-01-24,13:42:52.740000,2007-01-24T13:42:52.740000Z,40.31,-124.59,19.05,21.0,91.0,76.0,165.0,185.0,76.0,14.0,2,,3.98,3.61,4.4,5.69486e+22,22,0.33174,-0.73804,0.4063,1.3755,-1.4759,-5.2982,0.33174,-0.73804,0.4063,1.3755,-1.4759,-5.2982
40193746,2007-02-20,16:46:13.200000,2007-02-20T16:46:13.200000Z,35.78,-121.38,6.57,8.0,148.0,67.0,144.0,254.0,58.0,28.0,2,,3.84,3.96,3.8,5.40102e+21,21,2.5022,-4.4574,1.9552,-0.1333,-2.361,2.978,2.5022,-4.4574,1.9552,-0.1333,-2.361,2.978
40193932,2007-02-26,12:19:54.530000,2007-02-26T12:19:54.530000Z,40.64,-124.86,-0.53,18.0,241.0,86.0,12.0,150.0,78.0,176.0,2,,5.01,4.68,5.4,1.5668e+24,24,0.13729,-1.3833,1.246,-0.23491,-0.2232,0.78388,0.13729,-1.3833,1.246,-0.23491,-0.2232,0.78388
40194055,2007-03-02,04:40:00.750000,2007-03-02T04:40:00.750000Z,37.9,-122.11,15.98,14.0,175.0,90.0,-177.0,85.0,87.0,0.0,2,,4.32,4.42,4.23,2.783e+22,22,-0.03358,-0.45,0.48357,-0.02739,0.16061,2.7383,-0.03358,-0.45,0.48357,-0.02739,0.16061,2.7383
51179422,2007-03-09,03:17:32.110000,2007-03-09T03:17:32.110000Z,38.43,-119.36,6.78,8.0,354.0,65.0,-108.0,212.0,30.0,-56.0,2,,4.66,4.97,4.7,1.3299e+23,23,-0.93331,-0.13552,1.0688,0.2366,-0.79338,0.26677,-0.93331,-0.13552,1.0688,0.2366,-0.79338,0.26677
40195140,2007-03-30,09:09:35.700000,2007-03-30T09:09:35.700000Z,36.03,-117.79,1.51,5.0,30.0,50.0,-80.0,196.0,41.0,-101.0,2,,3.81,4.14,4.1,1.48269e+22,22,-1.4446,0.21163,1.2329,-0.26257,-0.13092,0.53526,-1.4446,0.21163,1.2329,-0.26257,-0.13092,0.53526
40195359,2007-04-05,22:54:29.840000,2007-04-05T22:54:29.840000Z,40.31,-124.58,17.92,14.0,18.0,87.0,8.0,288.0,82.0,177.0,2,,3.97,3.81,4.17,2.22e+22,22,-0.02427,-1.267,1.2913,-0.02003,0.32302,-1.7864,-0.02427,-1.267,1.2913,-0.02003,0.32302,-1.7864
40195415,2007-04-07,23:55:04.230000,2007-04-07T23:55:04.230000Z,40.6,-124.77,20.48,24.0,255.0,84.0,11.0,164.0,79.0,173.0,2,,4.03,3.65,4.19,2.386e+22,22,0.09745,-1.2664,1.169,-0.37644,-0.37824,1.98,0.09745,-1.2664,1.169,-0.37644,-0.37824,1.98
40195779,2007-04-18,08:42:22.330000,2007-04-18T08:42:22.330000Z,39.46,-123.11,4.72,3.5,255.0,84.0,-11.0,346.0,79.0,-174.0,2,,5.01,4.57,4.79,1.874e+23,23,-0.16044,-0.80719,0.96763,0.3781,-0.07495,1.6006,-0.16044,-0.80719,0.96763,0.3781,-0.07495,1.6006
40195856,2007-04-19,03:52:44.410000,2007-04-19T03:52:44.410000Z,39.44,-123.11,3.88,8.0,78.0,90.0,9.0,348.0,81.0,180.0,2,,3.39,3.15,3.5,2.09604e+21,21,-0.2739,-0.6817,0.9556,0.3148,0.138,1.9,-0.2739,-0.6817,0.9556,0.3148,0.138,1.9
51181154,2007-04-24,21:08:28.530000,2007-04-24T21:08:28.530000Z,38.79,-122.8,1.65,3.5,345.0,71.0,-145.0,242.0,57.0,-23.0,2,,4.02,4.07,4.46,6.029e+22,22,-2.7055,-2.3354,5.0409,1.2402,-2.0209,3.6279,-2.7055,-2.3354,5.0409,1.2402,-2.0209,3.6279
51181705,2007-05-09,07:50:03.830000,2007-05-09T07:50:03.830000Z,40.37,-125.02,-0.42,11.0,183.0,84.0,17.0,92.0,73.0,174.0,2,,5.32,5.0,5.2,7.7277e+23,23,0.21363,-0.76949,0.55586,0.71866,-2.3312,-7.3043,0.21363,-0.76949,0.55586,0.71866,-2.3312,-7.3043
51181706,2007-05-09,08:07:31.340000,2007-05-09T08:07:31.340000Z,40.38,-124.96,-0.55,18.0,187.0,87.0,6.0,96.0,84.0,177.0,2,,4.14,3.96,4.53,7.712e+22,22,0.14586,-1.804,1.6582,0.2721,-0.79352,-7.4672,0.14586,-1.804,1.6582,0.2721,-0.79352,-7.4672
51182114,2007-05-20,23:10:19.540000,2007-05-20T23:10:19.540000Z,37.36,-121.73,6.36,8.0,56.0,84.0,23.0,323.0,67.0,174.0,2,,3.45,3.34,3.5,2.31847e+21,21,0.4003,-2.2364,1.8361,0.6725,0.5205,0.6714,0.4003,-2.2364,1.8361,0.6725,0.5205,0.6714
51182151,2007-05-22,11:34:12.170000,2007-05-22T11:34:12.170000Z,35.86,-120.41,8.65,8.0,143.0,85.0,-172.0,52.0,82.0,-5.0,2,,4.23,4.03,4.01,1.288e+22,22,-0.13469,-1.1664,1.3011,-0.15749,0.07296,0.32114,-0.13469,-1.1664,1.3011,-0.15749,0.07296,0.32114
51182809,2007-06-12,07:22:36.080000,2007-06-12T07:22:36.080000Z,37.54,-118.87,7.43,11.0,140.0,82.0,-143.0,44.0,53.0,-10.0,2,,3.86,3.91,3.6,3.1373e+21,21,-0.7691,-2.1862,2.9554,-1.0414,1.4102,0.0369,-0.7691,-2.1862,2.9554,-1.0414,1.4102,0.0369
51182810,2007-06-12,07:23:43.130000,2007-06-12T07:23:43.130000Z,37.54,-118.87,7.94,8.0,42.0,85.0,14.0,311.0,76.0,175.0,2,,5.04,5.0,4.6,9.51497e+22,22,-4.1001,-6.9079,11.008,0.00165,3.9786,-1.0017,-4.1001,-6.9079,11.008,0.00165,3.9786,-1.0017
51183469,2007-06-25,02:32:24.620000,2007-06-25T02:32:24.620000Z,41.12,-124.82,2.56,18.0,128.0,84.0,160.0,221.0,70.0,6.0,2,,4.65,4.97,5.0,3.3634e+23,23,0.38176,-3.2854,2.9037,0.74284,-0.87306,-0.58233,0.38176,-3.2854,2.9037,0.74284,-0.87306,-0.58233
51183708,2007-07-02,19:58:53.160000,2007-07-02T19:58:53.160000Z,36.88,-121.62,8.06,5.0,135.0,89.0,172.0,225.0,82.0,1.0,2,,4.63,4.26,4.2,2.80192e+22,22,0.00444,-2.7782,2.7738,0.22259,-0.30751,-0.02312,0.00444,-2.7782,2.7738,0.22259,-0.30751,-0.02312
51183910,2007-07-08,07:27:40.580000,2007-07-08T07:27:40.580000Z,34.85,-119.69,12.63,14.0,173.0,85.0,-170.0,82.0,80.0,-5.0,2,,3.65,3.75,3.7,4.36389e+21,21,0.3706,-1.2669,0.8963,-0.6383,0.7687,4.1227,0.3706,-1.2669,0.8963,-0.6383,0.7687,4.1227
40199209,2007-07-20,11:42:22.360000,2007-07-20T11:42:22.360000Z,37.8,-122.19,5.26,5.0,53.0,86.0,-8.0,144.0,82.0,-176.0,2,,4.2,4.04,4.2,2.62013e+22,22,-0.22292,-2.3631,2.586,-0.36653,-0.11805,0.762,-0.22292,-2.3631,2.586,-0.36653,-0.11805,0.762
51184307,2007-07-20,17:50:20.350000,2007-07-20T17:50:20.350000Z,38.81,-122.81,0.34,1.5,53.0,69.0,-30.0,155.0,62.0,-156.0,2,,3.81,3.66,3.79,5.976e+21,21,-2.5227,-3.2916,5.8143,-2.204,-0.1555,2.4813,-2.5227,-3.2916,5.8143,-2.204,-0.1555,2.4813
40200362,2007-08-15,07:13:10.090000,2007-08-15T07:13:10.090000Z,37.8,-122.19,5.62,5.0,140.0,88.0,-178.0,50.0,88.0,-2.0,2,,3.28,3.1,3.2,8.53941e+20,20,-2.797,-7.015,9.812,-0.247,0.062,1.418,-2.797,-7.015,9.812,-0.247,0.062,1.418
40201477,2007-09-08,08:16:29.030000,2007-09-08T08:16:29.030000Z,40.32,-124.64,15.3,21.0,105.0,88.0,173.0,196.0,83.0,2.0,2,,4.11,3.94,4.4,4.33413e+22,22,0.4702,-2.4492,1.979,0.43922,-0.2123,-3.6912,0.4702,-2.4492,1.979,0.43922,-0.2123,-3.6912
40201994,2007-09-17,14:43:20.610000,2007-09-17T14:43:20.610000Z,38.86,-122.39,8.02,8.0,91.0,77.0,-23.0,187.0,67.0,-166.0,2,,3.63,3.4,3.6,2.73152e+21,21,-0.5138,0.5838,-0.07,-0.9483,0.5525,2.4401,-0.5138,0.5838,-0.07,-0.9483,0.5525,2.4401
40203413,2007-10-09,12:13:24.660000,2007-10-09T12:13:24.660000Z,38.48,-118.49,6.79,8.0,231.0,84.0,-40.0,326.0,50.0,-172.0,2,,3.65,3.81,3.8,6.49093e+21,21,-1.4932,-4.025,5.5182,2.57,3.0628,1.9895,-1.4932,-4.025,5.5182,2.57,3.0628,1.9895
40204628,2007-10-31,03:04:54.810000,2007-10-31T03:04:54.810000Z,37.43,-121.77,9.74,11.0,233.0,90.0,-3.0,323.0,87.0,-180.0,2,,5.66,5.52,5.45,1.85334e+24,24,-0.014648,-1.7631,1.7777,0.079634,0.057637,0.53936,-0.014648,-1.7631,1.7777,0.079634,0.057637,0.53936
40205250,2007-11-09,03:37:09.900000,2007-11-09T03:37:09.900000Z,40.58,-124.47,26.22,21.0,149.0,77.0,157.0,245.0,68.0,14.0,2,,3.83,3.67,4.1,1.82075e+22,22,0.34555,-1.5322,1.1867,0.00472,-0.71625,0.93056,0.34555,-1.5322,1.1867,0.00472,-0.71625,0.93056
40206328,2007-11-28,02:30:12.180000,2007-11-28T02:30:12.180000Z,36.6,-121.21,8.53,8.0,49.0,78.0,-15.0,142.0,75.0,-167.0,2,,3.43,3.45,3.4,1.44975e+21,21,-0.0166,-1.3227,1.3394,-0.5318,0.0158,0.2608,-0.0166,-1.3227,1.3394,-0.5318,0.0158,0.2608
40206647,2007-12-01,20:50:12.260000,2007-12-01T20:50:12.260000Z,38.82,-122.79,2.15,3.5,45.0,60.0,-47.0,163.0,51.0,-140.0,2,,3.78,3.74,3.93,9.634e+21,21,-6.1725,-4.3278,10.499999,-1.7686,-1.3436,4.4704,-6.1725,-4.3278,10.499999,-1.7686,-1.3436,4.4704
40207218,2007-12-11,08:04:44.890000,2007-12-11T08:04:44.890000Z,36.55,-121.12,4.33,5.0,287.0,80.0,23.0,193.0,67.0,169.0,2,,3.74,3.39,3.5,2.43664e+21,21,0.7574,0.6965,-1.4539,-0.7509,0.1539,2.0072,0.7574,0.6965,-1.4539,-0.7509,0.1539,2.0072
51193419,2007-12-28,23:20:28.120000,2007-12-28T23:20:28.120000Z,38.77,-122.74,1.48,5.0,187.0,66.0,152.0,289.0,64.0,27.0,2,,3.23,3.08,3.4,1.53268e+21,21,0.5373,0.2801,-0.8174,-0.5947,-0.4268,1.1383,0.5373,0.2801,-0.8174,-0.5947,-0.4268,1.1383
51194914,2008-01-19,17:18:46.470000,2008-01-19T17:18:46.470000Z,40.17,-122.76,10.17,11.0,352.0,68.0,-112.0,218.0,31.0,-48.0,2,,4.67,4.4,4.5,6.48989e+22,22,-4.0809,-0.96138,5.0423,1.2964,-4.1069,1.5008,-4.0809,-0.96138,5.0423,1.2964,-4.1069,1.5008
51194936,2008-01-19,23:13:05.430000,2008-01-19T23:13:05.430000Z,40.18,-122.7,2.05,11.0,355.0,61.0,-112.0,214.0,36.0,-56.0,2,,5.01,4.91,4.7,1.58573e+23,23,-1.1988,-0.2148,1.4136,0.27797,-0.73428,0.42118,-1.1988,-0.2148,1.4136,0.27797,-0.73428,0.42118
51195980,2008-02-07,12:53:09.230000,2008-02-07T12:53:09.230000Z,38.24,-117.86,1.31,5.0,190.0,83.0,-148.0,95.0,58.0,-8.0,2,,3.45,3.72,3.6,2.78627e+21,21,-0.5596,0.8283,-0.2687,0.1947,1.3776,2.3221,-0.5596,0.8283,-0.2687,0.1947,1.3776,2.3221
51197011,2008-02-24,05:32:10.270000,2008-02-24T05:32:10.270000Z,38.82,-122.81,2.15,3.5,62.0,84.0,-22.0,154.0,68.0,-173.0,2,,3.65,3.64,3.99,1.207e+22,22,-0.58712,-0.60174,1.1889,-0.21657,-0.35943,0.72323,-0.58712,-0.60174,1.1889,-0.21657,-0.35943,0.72323
51198002,2008-03-10,05:14:27.910000,2008-03-10T05:14:27.910000Z,39.35,-123.28,6.5,8.0,140.0,86.0,151.0,233.0,62.0,5.0,2,,3.62,3.29,3.7,4.34965e+21,21,0.2725,-3.8459,3.5734,1.0478,-1.8067,0.8626,0.2725,-3.8459,3.5734,1.0478,-1.8067,0.8626
51199197,2008-03-27,21:04:36.390000,2008-03-27T21:04:36.390000Z,38.82,-122.79,1.16,1.5,66.0,85.0,-9.0,156.0,81.0,-175.0,2,,3.38,3.21,3.47,2.007e+21,21,-0.9207,-1.0127,1.9334,-0.1666,-0.1257,1.342,-0.9207,-1.0127,1.9334,-0.1666,-0.1257,1.342
40214944,2008-04-10,14:17:35,2008-04-10T14:17:35Z,40.4,-125.64,14.62,18.0,94.0,86.0,174.0,185.0,84.0,4.0,2,,3.71,3.89,4.0,1.09493e+22,22,0.02305,-0.18119,0.15814,0.11057,-0.08087,-1.0728,0.02305,-0.18119,0.15814,0.11057,-0.08087,-1.0728
40215734,2008-04-21,22:00:53.770000,2008-04-21T22:00:53.770000Z,40.78,-124.21,20.61,21.0,301.0,61.0,-79.0,99.0,31.0,-109.0,2,,3.91,3.7,4.2,2.38265e+22,22,-1.9305,1.8331,0.09742,0.95751,-0.8113,-0.74983,-1.9305,1.8331,0.09742,0.95751,-0.8113,-0.74983
40215976,2008-04-24,22:47:04.390000,2008-04-24T22:47:04.390000Z,39.53,-119.92,-0.15,5.0,236.0,81.0,-11.0,327.0,79.0,-171.0,2,,3.75,3.81,3.7,5.0729e+21,21,-0.2204,-4.4131,4.6335,1.2477,-0.0902,1.9179,-0.2204,-4.4131,4.6335,1.2477,-0.0902,1.9179
40215981,2008-04-24,22:55:49.290000,2008-04-24T22:55:49.290000Z,39.53,-119.93,0.35,5.0,150.0,83.0,-168.0,59.0,78.0,-7.0,2,,4.12,4.1,4.3,3.81455e+22,22,-0.34384,-3.091,3.4348,-0.71509,0.45647,1.7655,-0.34384,-3.091,3.4348,-0.71509,0.45647,1.7655
40216182,2008-04-26,06:40:10.950000,2008-04-26T06:40:10.950000Z,39.52,-119.93,1.13,5.0,60.0,85.0,25.0,328.0,65.0,174.0,2,,3.77,5.13,4.9,3.35446e+23,23,-0.14183,-2.5623,2.7041,0.95274,1.2361,1.4474,-0.14183,-2.5623,2.7041,0.95274,1.2361,1.4474
40216501,2008-04-28,11:33:18.430000,2008-04-28T11:33:18.430000Z,39.53,-119.92,-1.74,5.0,47.0,84.0,10.0,316.0,80.0,174.0,2,,3.97,4.05,4.1,1.73502e+22,22,-0.10763,-1.6388,1.7464,0.08208,0.3812,0.09513,-0.10763,-1.6388,1.7464,0.08208,0.3812,0.09513
40216634,2008-04-29,17:45:16.870000,2008-04-29T17:45:16.870000Z,35.5,-120.78,3.66,8.0,119.0,55.0,93.0,294.0,35.0,86.0,2,,3.73,3.73,3.6,2.94967e+21,21,2.2769,-2.3759,0.0989,0.9,-0.5246,1.7,2.2769,-2.3759,0.0989,0.9,-0.5246,1.7
40216664,2008-04-30,03:03:06.900000,2008-04-30T03:03:06.900000Z,40.84,-123.5,27.75,30.0,359.0,60.0,-88.0,174.0,30.0,-94.0,2,,5.59,5.24,5.4,1.46033e+24,24,-1.1937,-0.12683,1.3205,-0.007819,-0.73825,-0.088873,-1.1937,-0.12683,1.3205,-0.007819,-0.73825,-0.088873
40216743,2008-05-01,08:11:42.650000,2008-05-01T08:11:42.650000Z,35.47,-118.42,5.35,8.0,291.0,89.0,-172.0,201.0,82.0,-1.0,2,,4.17,4.49,4.1,1.96061e+22,22,-0.32514,-1.1129,1.438,0.24151,-0.11917,-1.4641,-0.32514,-1.1129,1.438,0.24151,-0.11917,-1.4641
51202333,2008-05-08,05:55:01.760000,2008-05-08T05:55:01.760000Z,39.54,-119.92,0.12,5.0,118.0,82.0,-167.0,27.0,77.0,-8.0,2,,3.59,3.71,3.6,3.37149e+21,21,0.0664,-2.7068,2.6404,-0.9245,-0.0992,-1.8475,0.0664,-2.7068,2.6404,-0.9245,-0.0992,-1.8475
51202589,2008-05-13,04:07:39.820000,2008-05-13T04:07:39.820000Z,40.81,-125.34,8.1,11.0,314.0,86.0,167.0,45.0,77.0,4.0,2,,3.98,4.13,4.3,3.19318e+22,22,-0.02199,-3.0968,3.1188,-0.34029,0.65443,-0.06369,-0.02199,-3.0968,3.1188,-0.34029,0.65443,-0.06369
